Magnitude,Depth_km,Distance_to_Coast_km,Seismic_Station_Count,Significance_Score,Latitude,Longitude,Tsunami_Label
7.813502760421468,403.974115802187,359.27672895694496,210,596.8942290767279,59.831041097037485,-141.13805742476436,0
8.220627918349813,315.6374359716156,699.102076052817,449,417.3010086497201,56.578442332049974,-138.05369276590113,0
7.17770248526582,168.2761482459911,949.001914784821,222,982.8317173791063,-38.60233088091158,32.165278906727195,1
8.061573857644774,29.731224083383957,165.6414150705473,95,890.5925348152476,-69.34051118402672,-42.803704505050376,1
7.934625167695306,597.0561959342378,406.4896590459732,185,448.9020430046394,74.70763335483565,75.66087340490114,0
5.92173642912875,162.67403670610258,104.10075414164754,380,708.9850451088427,-39.37150105181267,-153.39973965881626,0
8.534801650741871,634.592954800243,868.3008730000649,401,596.0287846697718,-37.99207810996631,123.41131638176898,0
6.817392415242165,82.12907369645941,425.7777898268537,245,855.1827564155466,-68.13963910459863,-151.48729605639295,0
5.605819532353906,668.2136231201371,917.8589785094131,444,328.45261772734364,15.511167327769698,-92.63197124474192,0
8.714641544183095,354.0996892577094,712.3174935696479,112,971.8280118843675,77.07965080303572,-147.1625649396263,1
9.39131675879468,205.35869067379338,263.62596715754336,148,687.5695953283133,80.76938250610834,-169.17936904351063,0
8.096298691924474,101.71121416038976,684.3716484935727,130,694.770158893805,76.3946392513144,38.55054045819338,0
6.562300399015344,57.75928091567699,40.815331733404236,499,533.4638796782012,82.47791838351716,53.35216116875938,0
6.250756567969152,203.1601893201207,814.2681151827568,86,944.559559736996,-80.85931324158017,161.82933355055638,0
7.176191493929444,456.0161852136557,700.1781924813886,174,738.1690821614811,-60.989618548208426,92.83869950633442,0
8.163995603830088,652.705491983617,24.40307283234866,275,886.4161073260351,-42.44444023039676,-161.92254440694023,1
7.569647200910703,23.584187033192293,784.3992915159614,202,487.29384381178085,89.6238722082112,138.2940231452926,1
8.917970075575205,249.14054463918583,576.8599160747784,263,744.3578874556429,28.221263765813944,-58.77647757480962,0
6.1840452340461445,618.2294186691132,58.83578903816189,161,307.22023715684566,87.23420800687424,-83.34704307538348,0
9.41263406253119,135.99780195144808,174.27088026511862,486,835.9021304486726,-18.426814075106577,111.48393770034977,0
6.705054894723225,497.9825818847316,321.78689022685035,480,902.4603415580708,81.78581020633183,166.191531251661,0
6.429796375932364,658.5676332884398,321.261797317956,202,836.6339151664179,-36.73426071355867,-118.58862768103722,0
9.035879204732874,216.04123963206865,201.26168458360183,456,439.3151713170361,40.445610395446494,-158.30524354403073,0
9.44919413625179,150.8666819016509,248.4627851667961,273,792.7826035333109,-71.39665903250457,-47.95944759919146,0
5.5642544419127695,643.1786662951226,253.78393852017246,406,436.1959333513961,73.58763182215506,-54.51292874250262,0
6.317999401564768,530.7935574879536,798.4440652983957,95,997.2793553274261,-60.064881900956706,-118.00775235624138,0
8.082235468049005,240.09343942648817,374.97958593413404,345,728.9309524292019,32.35101782191833,3.1849871837612795,0
7.5426880785552965,94.16294163526096,908.916633224569,68,522.8707648327755,-10.737350515332153,152.94094594959694,0
6.341315001420834,606.3709176616294,467.04049683215067,286,576.0753433599912,79.19953913034249,161.98593772374068,0
6.735736298923835,212.83219503280034,419.9287167562713,187,980.7501499931614,85.74169268986316,5.782599000633638,0
5.570428975610559,186.81273426926114,544.9880423422093,204,343.9808871036505,3.256667174977906,-155.730537945172,0
8.079542183083344,643.3503014825271,774.1021214270927,12,727.7055172372106,53.51339100712437,85.06879062446336,0
7.614666649618448,415.7772017692043,185.8181771716033,125,624.251438734136,-30.035147829324004,-18.360459147225697,0
7.945489611804323,304.29551687736796,709.9589262681604,37,507.11991244801334,12.882869273969447,-107.79311257523447,0
6.696501931673156,503.08756907870696,35.58744198219155,251,445.8403393870269,25.65271464059977,42.39267507394413,0
9.059342617898617,671.356632513305,192.87636834486088,383,528.7728361969464,29.888544608790383,-73.61538444509546,0
8.378516225318519,451.0757754948637,171.57817409700428,50,859.9444743700195,25.827032890386334,-13.43499734873447,1
9.311646562070159,464.70585814166276,212.66505275777004,329,921.2491788822337,-45.14169526411752,-15.370591552303182,1
9.454591219976852,107.46696339259847,249.25962987040663,180,447.3263144770258,18.954571912312062,2.9066390416427055,0
8.412291628466967,0.3925277123496107,859.385988219645,384,962.7598795229476,71.19266779243517,26.74372268132879,1
6.876505573544374,209.93178932189036,606.6370389005775,365,512.4250470463012,-55.360368501261746,-23.205948915415973,0
9.164624071958487,357.7768487257596,466.34282291409824,266,618.3151696579966,13.286561493539708,94.26987760060234,0
5.757665620538643,627.4198415838231,424.28364944407036,356,952.4365520940506,40.42093779217893,-17.622099825550805,0
5.537176494218719,50.94608974735921,369.18584354539996,87,426.09486469019686,14.704158178057895,169.57238065064888,0
7.409050521310532,683.0230316488809,698.4738049316417,193,869.661209717015,8.86403787777077,39.485962563051544,1
5.626552930878182,338.02236483153104,466.2755278826304,297,624.9883646795827,7.839757584525003,-155.8291462267955,0
9.152391804766918,396.98119713593286,602.2766572105359,226,643.624182807332,14.355919112104857,11.040029054777847,0
9.221055324757572,674.1680716093684,449.9248471387043,451,350.6960867586594,81.50593390768489,-2.8644176431890003,0
7.557211825069125,121.98089558916242,469.21885369408653,370,718.7954881184446,31.262256331231015,-171.7296482551211,0
7.673300539047769,27.984870412353658,719.2212792259643,53,620.3833963753299,35.08698334471818,-53.18220585217723,1
7.713008710442393,663.0987342706014,521.9933147533538,216,312.97478134484464,60.38890573388608,60.626646045994306,0
8.878544436354495,336.64516085925794,810.2159237521572,309,541.6488271908134,53.38995797321087,-67.5011299963487,0
9.169210069710267,521.5963699116746,378.9232981452634,419,835.1950198599236,-73.88463109845809,-177.56582701279817,0
6.47877119378156,267.99005866985306,868.2666394810924,481,736.3774476998997,10.052778778868657,131.29075429049004,0
9.127003969326633,535.004126288708,455.45018186106824,69,877.3310270769856,40.576417304221906,171.86360829697446,1
8.256028260420877,404.10019800396697,360.70018202084975,278,644.7577855165223,-58.3790982043821,174.81432779114994,0
8.392305868492006,191.09363362354077,755.5614604388791,324,416.81015167023804,51.490849037136854,90.81285552286192,0
6.686375492262771,443.23675358540004,544.9240091270761,66,438.44153502306455,-34.0544284607582,-134.63237199074607,0
7.614557596070767,73.86799058060164,774.1868897180418,93,387.2459714276234,31.994132481905154,-131.55194223408444,0
6.191814687020775,640.1753036705627,731.0989311244897,147,924.4524549749206,23.515679537107758,83.07367847479856,0
5.521978641535897,36.81845576203536,853.7950962770069,227,899.9110923121086,-80.58081828202751,79.73556125219017,0
6.135375579086987,304.13669863858973,38.35178855390886,240,382.7128297704228,78.26993919171463,70.86038864857159,0
8.565212443039535,404.6054948880017,752.0322133534977,481,571.1209722940675,-5.125824625471182,60.84895371079344,0
7.565606857279818,297.5470830649483,777.9553470172281,169,470.3728158646442,36.69286868766959,92.75932048116493,0
8.214551752460203,132.2309539790806,948.984875963345,331,950.7475839995053,31.595307139518567,20.930769419031805,1
5.77407438515103,591.5723166585078,871.1521186452203,219,607.726245768536,20.926602580866998,41.1929461604023,0
8.975182554193282,582.0795890709207,699.4589045517142,136,872.0977932742185,-30.811547321520592,-179.78780667933745,1
5.724408901123568,525.6879066759369,954.1546487980127,172,552.3528192604906,-64.61842123622294,-17.072246793889178,0
7.422201447869586,205.17803834122708,315.21542521946344,376,475.23234879563745,-11.559586149972446,110.70668171622225,0
8.777003911356537,379.73676206235206,907.2589929282416,429,576.764274431127,-88.3550297752837,-144.90576371541218,0
7.54748536795092,111.62120024812378,973.0999678260058,300,303.64530591121303,7.3658312472500995,113.51314285892249,0
5.605310760547736,424.4629020703615,168.76713263429278,220,345.9643989423936,-48.65691932498787,-126.40854947542427,0
8.85620604667676,319.2574297902045,221.9452971908361,459,878.8717844208106,47.37129699579853,-100.99610644993572,1
6.1071105479563315,558.7709931373805,606.151245803325,121,826.7713043950686,-3.4588610725599693,-19.90484954035597,0
9.329389936669582,565.2985362836815,508.7843093660781,283,432.23609932192835,78.01583306023068,145.79132826139215,0
5.6159751071607475,145.2281426575516,299.0066536382904,456,735.3668113198195,26.32925329381071,42.509133155171384,0
6.376306617822471,220.55243275366342,20.222813326435052,472,870.0533702835894,65.74154812325827,61.08398916339132,0
9.184701834811225,413.72228047065573,238.69089886507032,318,468.1228702986017,-12.948857651711023,-173.5473172920598,0
6.791776682617442,333.7638411359102,456.3664688660658,13,868.6700724006497,-21.726838670588435,130.6504518019027,0
9.496249005655553,599.826251279173,712.1825609167087,257,362.4721737704895,39.14162816387682,-80.7155997470057,0
7.7243907889570735,282.2297590558511,849.6623583551086,376,693.8829309170005,-38.459497431712315,-98.0180242494801,0
7.985508874045949,631.7478382067998,387.0813045256776,447,790.9088872945516,-23.83936152935955,141.82949562734564,0
6.881278718761098,123.88580838271935,811.6595696493924,258,499.23707511131363,40.570693658453024,101.68039647879533,0
9.047763577059763,696.1141528911164,304.2154271158184,206,383.10151187707527,-38.45009841991935,-5.411810776906208,0
5.9528497358331744,303.0633459347065,324.89351838382987,431,430.06210018117554,-44.068448848874795,150.4785892346349,0
6.173904795379695,442.34949542543654,536.0598145103856,200,942.9947347559657,81.92853988753998,-96.95035417993228,0
8.322826260250372,26.659733132602202,158.17786770427833,202,787.325163358819,65.82086581669509,71.67799645959786,1
9.259841774608244,304.3921219522322,455.08016964960285,283,695.4494710395925,54.6127460294021,-72.53234998532187,0
8.956079296679404,242.83056550826947,449.6587844194477,247,935.7148903881879,-45.88553028815917,-82.67806434004645,1
9.012282539295077,304.57541522897117,806.2306774083634,483,896.0101688596426,-30.088650864531544,-38.65783018251426,1
6.171776968950854,582.6096122420407,831.3367817987328,352,686.4585309672391,-16.30819916488673,-141.62363165457782,0
5.896989285684151,667.7950442734332,709.2536088095911,422,649.0147010240833,13.054550521257411,-63.30140180469546,0
7.134270940465088,454.4972531980304,280.86449554363537,37,620.7972854427251,-17.014084313598715,158.34647219518848,0
5.501265075012762,643.8922574423513,569.8096694222066,27,327.0010010437566,87.93160195440782,157.89488219456518,0
6.208026993481592,91.55113374988639,676.1138760043897,481,732.6036206852605,-1.2512907423800925,-157.7023262361073,0
7.449981973486384,388.9797879210979,951.1477770391675,112,720.109968767463,35.23902463661774,-104.98124696588677,0
9.067815126000397,316.204015417372,234.22019818522233,282,691.2572747695559,75.43135416313379,157.1882013546907,0
7.9068561640964425,511.5987526790535,935.9021762434431,187,798.5788834770995,66.66448888696365,-100.96162774937075,0
6.884267952048896,335.51423407642625,734.6450332691352,127,442.20183151115907,-19.481973455890795,157.15864461024591,0
6.146997542783723,248.6585861015397,207.4363139816956,379,371.5739130966258,56.87246733898951,-4.754708769090229,0
8.610905663928879,611.843608585623,198.3918794534125,242,950.1233043155348,-20.449410794076726,155.15520918842992,1
6.546890482068122,506.6941160157253,830.6861780888772,144,975.6361940779873,-40.40317991209912,87.12524896117105,0
9.096577999611348,300.40683015323685,541.603355976985,53,650.7395509808753,-71.56298252695888,88.56986693831158,0
9.264868575021088,222.804863995158,196.7617328166561,228,541.8208089513545,-67.31538324145916,68.65405308879937,0
7.672257531768713,147.94886599780634,517.0282573502358,196,612.7720234445153,86.2459123688748,-88.5895545500583,0
9.229682862347573,54.09755157122934,434.4470279154781,89,983.2065025956015,-58.53298798177655,-160.5616727472918,1
8.489371640477712,227.90311755097127,565.7945101952646,137,488.4565458457147,19.935055041390015,128.39516689717783,0
5.834164075920757,556.9326359044356,826.0814552236908,469,626.6280947393176,-55.95987044888137,30.263065853445028,0
8.083607731017258,47.230010238714726,895.4943485389657,56,921.2583476036402,-29.382100244233072,166.14783356435504,1
7.481019034920717,259.37679390624317,781.2077414853544,367,874.6487732098705,39.870791346312444,-2.5753052370776572,1
7.811389771024105,275.6419367454168,611.9774418765661,33,573.8647904032808,-60.79128248507866,-134.3902146337844,0
5.5215045993426095,287.26698340999684,435.32495978433326,25,641.1903109049035,15.338445718874652,172.58970030287787,0
5.879272413470982,625.4732924641422,502.17864363183537,431,522.6236925908362,78.99277630313671,37.17494642171869,0
8.069112322392485,404.39710948876655,246.22451433321902,131,401.3470721827878,-85.11055993518092,-95.13900762905816,0
5.738236874729536,218.2022788974286,154.80366535412472,103,395.79316502144565,-47.914929635155744,38.110185982387605,0
8.676664374230809,122.62210163184245,264.38119657666084,379,812.2559289799207,-80.5451899959605,-54.98137453259717,0
6.806354395741419,260.40779875649747,469.9558966263109,319,742.5089868018813,-85.22630269581292,-145.94968047364614,0
9.317394818539203,133.73310210948912,996.8213802589751,385,664.4376730304517,41.21176934970822,-86.6389113632075,0
6.470497872643153,231.06445285960197,167.73586343743864,246,607.4825953577201,42.434243131372284,123.48107331315737,0
8.19044771086801,366.3316913155718,898.358640807152,150,346.0302241304585,80.41198657762098,-103.39046232864652,0
6.686425572484284,70.3072118264626,443.05164190110645,318,929.1379545008715,29.889965414931567,172.24442928158248,0
6.354218054076411,218.34765871180397,572.7366595355808,171,469.2682811428303,1.6993009838828357,-27.460210035932164,0
9.226750284822117,512.6556960110164,908.4093698479284,91,601.7389949543589,-8.047657011836776,-86.5174667218897,0
8.640216183939737,318.41461081428594,154.59285951949775,325,407.15904750191964,-37.10454857459506,151.75696541607908,0
8.117103406468662,401.0363063794317,385.6577806646395,367,339.5158380612574,-85.89145286699242,96.64509297776334,0
9.16752586521956,542.5623502110747,700.1419073448777,440,347.7078950278393,-22.465036610062995,111.79683650147962,0
8.891422042276576,21.181369628363466,95.78880482974262,118,966.1873518146929,-73.88882199647861,35.11023270943565,1
8.993544446259254,565.7159841527122,185.00991276440593,278,489.1689678197723,-64.05809858257835,-70.0526566668928,0
8.519563374324207,85.1603255656055,401.84692557302094,408,548.3024150637559,-86.40993119917873,12.199800704168155,0
8.413779387946358,547.4149917510217,110.57734828219368,146,818.7566511425839,81.96090611499685,-77.7198480022354,0
6.396692952333629,209.29081896460232,488.17786705438147,63,517.4148060027253,-28.327693168958298,-92.56662191433873,0
7.6334272928754245,130.34219625184284,37.30694747560192,267,551.4772955242045,76.9490324912932,164.0154903584987,0
8.518218160766837,331.1237553760135,833.6642945794397,189,376.5957686954403,60.73245430371176,16.132533279844125,0
8.892232358388648,485.7839152335227,801.3795197535698,398,625.398248167789,57.95608118355324,-42.29992395504635,0
7.536822248764484,526.822732108902,84.48183536093157,364,653.5017427157729,46.08034385081632,-46.44524333763832,0
5.9212209455548415,629.8929426647275,640.5929923164254,186,738.8220805165304,54.4685315791985,-5.828314211255474,0
8.123152214873233,644.8007881731265,205.64307565211493,103,754.4423592707769,-58.3252598522093,-150.4542117126779,0
5.819809395788378,599.0684595174696,589.9895768936029,79,820.0460955292488,56.36099226774979,-44.32103167886939,0
6.62421426435181,13.0595218339295,840.4903805524726,400,690.9382257261475,-89.99340505946722,-48.33268875175946,0
8.273854183967984,289.086827761863,411.2711718716817,440,814.5173483136592,-28.250367353660472,29.59403388869424,0
6.811825164060799,104.09555389215994,580.0412623138119,13,598.9958790187411,-16.605576977481377,22.66291646331146,0
6.03842686954474,482.9365484145727,454.1447302713374,365,757.3857682018687,80.46072998821447,178.56331963626099,0
6.390051559880515,462.11417745209684,889.1809979124972,424,887.4702300607111,82.63491379258267,169.67716894569054,0
6.8969344645148505,33.88435449169451,280.24906728205525,106,912.2012438428051,-22.037348822621013,-83.05526137561897,0
5.842607611014975,424.88671611926094,0.31851666116755606,104,728.3067661630931,35.48074627487158,138.8333293434244,0
6.015866975927995,120.90649968955208,595.0328495777072,464,435.83666251869147,77.80576758266272,92.47249835907695,0
7.410665831075301,642.6702189823903,405.6924743395818,101,813.7257450358231,21.576108770824007,-20.58154224247943,0
9.197214049982769,6.592304620654543,431.4392445296753,460,702.8523132946764,63.536585442525904,-30.55863224954436,1
7.1663709830557,51.93921597610204,268.49580102509066,405,862.0338149479433,84.17550869960627,107.62852682968787,1
5.767487880301283,414.59379252928886,419.2876492009519,333,723.7642406278917,47.81020391047076,-155.97681856215982,0
5.58204961603149,481.17381703119037,763.9818194046126,35,966.895321800971,13.117369312172883,31.685000280717162,0
8.873104162576768,148.6241323925975,778.4705948473678,40,781.6076686411279,29.02194188084286,121.26517618761432,0
9.175530039593074,555.230422985389,475.3929094581761,77,753.1854035400506,-40.66937824069231,143.3043559728688,0
5.726955404952816,604.6728143598284,606.7416777010737,263,302.77823360096403,1.6689789724160704,-61.9964241403416,0
6.835695709421735,77.99887087295939,70.81431906665203,77,813.6385274323202,25.603153148318313,16.383208982562024,0
6.688388838331137,650.2388423100758,733.3570838512179,353,650.301238250165,14.92147456799124,-15.74285478084903,0
9.39608182580523,136.1503878339646,497.75676647833376,281,420.0311256862999,16.0071404947835,-34.609470350468456,0
6.5003584921567334,197.93145739901576,941.0759332583428,498,310.05104487821427,41.830918168815856,26.45594278390746,0
8.696719449711487,319.93354573719483,277.1812780185065,152,319.012583119443,-22.972741431694857,-158.2817401592317,0
7.119419123522766,443.3918329784195,108.33055319487318,61,518.3955104617256,-2.8374057202916703,80.94423899803513,0
5.7251153603211975,577.5605359982571,806.3327557832906,238,331.0464039473768,72.39556359574149,36.2505617350908,0
6.682870746798273,176.34873638181395,176.16721274496493,336,855.7865613400572,19.511125444565565,108.8761838548391,0
7.612794998603592,484.9803568218965,759.0768450597433,456,773.3682752198852,-49.8062743316797,179.76378755009193,0
6.190968419079135,614.3519974631557,756.9183847949414,332,949.710974700013,-1.2213982534376129,32.43062277736618,0
8.129578727811507,184.72204073651724,651.5894487382155,21,451.4844731456938,-0.37085989324015145,61.521164475068844,0
8.375048753706565,183.21760372001168,164.57994577353762,208,997.2779770006345,28.124835203819316,-61.78095263473679,1
5.818765094950005,525.3411438644132,876.6225632076558,297,576.4299771438723,29.094366986026756,27.70358863235103,0
6.073623312393761,169.50855129038845,176.8142143412377,171,427.27607304741343,-88.98734006908737,-98.78206143866417,0
6.578181904688536,603.9490749700733,508.0906994695241,387,638.6346359851748,-24.60859235235671,90.65066585314247,0
7.648435301824294,302.7623431054411,255.80934448255155,419,606.5710279206304,-64.56604284016248,-20.530001533126722,0
7.770378923458068,153.2559233707336,491.0949967807396,412,993.6907023253503,-21.493757947466747,-128.88556696165813,1
5.546749735148918,506.9440620521367,917.8548298516172,194,521.517286267261,1.2087437050611385,90.7915403320099,0
6.4299200745562635,61.15382520028759,168.13205674595255,79,841.2136859601948,75.1641788646429,-6.430309469502021,0
6.820337909008396,580.4529600405514,622.5538264817584,110,429.50898708432555,64.40609027482404,-97.75899065232936,0
5.696282052463968,76.50427852616836,22.14836148231958,78,680.7101152224383,-2.648364337208207,-116.8568872044772,0
8.867136762089974,89.98894160411339,517.9840433263746,119,739.8959835400392,73.94323097299062,20.50497807589022,0
8.737285430720764,618.8643933230791,676.9346264594254,198,352.9294232803329,-39.303198548558065,-100.82235212740822,0
8.063734365032165,110.38466727478836,581.9813676779115,432,591.8216648911589,34.50026819010766,87.85758514165803,0
8.281377823379806,421.23692276508257,747.3507276570525,114,583.687346366094,82.86481796823526,129.3750429487401,0
5.591018455764421,371.45399664249953,768.6416924766909,479,354.1083003195806,-68.05309743971333,149.6288426210333,0
5.6964307230509075,553.6774028330336,465.1494557987675,382,424.29378578599596,-70.36984634636883,137.73674194125766,0
9.190229319813149,270.4237476996125,602.6788103793049,247,460.6169031174252,70.38311834868242,-153.53492990405624,0
6.130670476618201,402.4167929870051,676.648339068462,124,637.8690728086085,-60.82052545472897,-68.58109233935569,0
6.74241777899395,217.16715368798077,423.84171235808486,449,800.678794346279,83.34134760758673,53.39749930854134,0
8.92827492338905,523.0047729367358,426.0310450575154,26,455.4784290820036,-44.87227482201435,-16.36772945044359,0
8.151949818769316,371.347656107899,767.152980528215,277,641.9448784156593,-3.1554668331183535,15.297931926726534,0
8.2939901423676,530.9168294510181,453.97146133628183,289,489.16810100285676,-87.26669328448416,61.28749343210501,0
5.9275084845257515,320.80108381595363,160.69330038667397,424,586.7340126080949,64.66730542441962,157.7237037129318,0
7.64425842439061,370.31726817353103,626.7642582130579,304,999.3208887289554,-67.96063796599242,40.23790477189277,1
8.799708804181893,58.47436065955741,471.0652369631847,105,303.0378601419286,20.805574327678897,48.69389919019602,0
8.543312398715264,460.5830832778227,242.6907349336551,338,685.6081348405095,-19.200277665896465,178.49621072735368,0
8.490555903979295,609.196589399183,237.87428431621993,300,863.53607159853,-84.60252321976998,-129.5378119176792,1
9.039865668445753,30.195514552408508,228.09871952063122,154,535.9758189948876,70.99592829911944,-129.28624117414552,1
8.40297359951052,590.0742558400585,713.5046939995121,303,617.4701333224932,-25.687499268829697,-146.2659489237349,0
5.589668815387184,192.85336558606528,953.3217601664392,436,800.5885443840639,50.506236124600946,107.54921112062362,0
6.708214853659086,656.1254675841508,284.71806735609795,12,438.7703085240251,2.416005476734526,-135.9649600932168,0
9.10376476937552,22.56065915364389,218.09003024017392,493,690.2785114817044,71.90069478489187,-46.2630926243105,1
7.511232552950992,457.5941038131667,235.2694307625619,476,742.8557056740361,37.9327637180522,-167.97684867965893,0
8.870716893964577,613.4649158588009,403.83547304762004,140,759.6652266856222,13.705361084144357,85.17203928920452,0
6.558556803406981,128.58719104544602,712.0600004373575,337,793.3202639075594,-7.874367572842814,-55.21798232270905,0
7.977417495364141,368.15842839645944,308.223145680504,169,379.2391644324858,59.3293054885109,99.11303124330527,0
5.8447978506785,212.02399806719333,399.66566354218327,178,493.26461868901896,-13.026706246103984,16.223323051534436,0
7.562800695046084,319.9041088145828,65.839419559361,165,347.33201638321054,72.77610678106473,-104.04758354814862,0
9.240199853718853,560.0512790040259,30.463235531242418,349,692.9478703853599,-40.99642635167287,-93.97319429605353,0
7.161110941026296,510.9734526840325,364.15894484427605,391,344.35642653953266,5.152827425766077,102.76727717931249,0
7.121418770289845,229.59225460363186,287.5515828570504,106,745.3926678463117,82.52374405962831,83.90020337481741,0
7.556956023597155,626.0139812524553,159.88502571092877,71,988.7927171267725,84.09797930560163,51.18470739400982,1
5.699542504418884,604.7870664385721,167.13862957908398,145,905.1550576277785,-39.80258832562144,54.46811768524759,0
8.56557964964551,110.08931621174311,361.6141960427643,74,947.5875092504563,30.007451508391057,-5.255144634305196,1
7.822787721195361,205.25200154404934,331.7584251475171,444,529.1370620741586,-4.941450702452315,179.6178259740489,0
9.491537865114246,285.9159214658194,677.4810431275372,212,455.4273396889216,14.0399684392424,149.7939179299886,0
8.040194317612908,559.7212189326616,545.9692438161487,154,470.1334572966016,-34.05549474354475,169.3357878137715,0
8.075976021165857,310.58965616368346,190.43678784629893,413,843.3583502074432,-52.69964506758123,58.42295042337349,0
6.261057403010415,126.78610125777358,248.06009766935887,264,711.715342449397,82.16865945588594,101.32080847880945,0
7.173816246002298,545.7447688289458,328.07324918734105,338,347.7961019924695,38.80859598141802,90.28533666651396,0
9.195687285368837,334.83425850213325,29.836481718054863,40,993.5779663647186,86.48798354655685,-115.78913751881313,1
5.833304087706454,258.3293871338229,519.3702826971719,194,432.5758475206874,-31.494519052842413,-62.75652053493393,0
7.62914214993763,19.14291682604149,873.4294646097369,493,684.1893186730719,15.152254167055219,121.88653943839074,1
6.598060190610352,272.6692819599218,957.3482965226519,409,591.5653810378312,-19.81942367545554,-51.07573822181368,0
6.6010065521268455,510.66799877595935,945.5241634440563,174,595.3997977764536,2.0522556786984723,26.368837480806974,0
5.742673360752902,508.58372658816234,495.2540089300308,290,519.2177357275295,-7.6974497341512205,-162.04638924251546,0
5.789673701431205,362.4957384876893,608.9024339314061,202,942.581351517391,17.31236514617534,135.75072491628737,0
6.176415774304341,492.58937337295214,491.54008234459945,217,682.3016131923657,35.74012943347667,-71.78197857627488,0
6.057747872701892,641.3482326923549,897.1259708416887,214,662.0877120912,-35.46932133985058,157.1266196087447,0
7.830957343250126,554.5392090253795,188.03071420740324,149,529.1888879283337,34.21142310200747,-83.77913573410557,0
7.148188617620727,351.0555616016028,197.6601398623925,43,754.1487368305409,72.10366482431104,-110.7892528476241,0
5.565466782548414,61.99073879378013,675.5044800691379,115,439.97578633904857,21.18398930449841,112.52045167657678,0
7.768346941589896,675.5627517956631,310.9959044760522,263,832.5065656471662,60.84193087314506,-174.3780040081239,0
8.205711043140616,29.175680512926583,424.6697107074533,303,583.3580541757767,-55.30012100771846,-11.38339470267681,1
7.719240432889105,311.6805350667084,280.27847091904687,26,383.0666478146653,42.97527234434051,45.7670929039148,0
5.819051125201149,568.5546316076859,512.5202309151094,345,710.0771626568194,-15.245601784309244,179.98935857005807,0
7.9840811493301445,217.65214291248026,761.67533260616,470,729.4068541214001,-34.095538453091216,59.32490707114496,0
9.499260541181688,604.3745266835053,837.0988951787159,14,474.07597844711995,10.294832414225297,98.50615626227778,0
8.661132102027924,181.7236444032098,706.1606354690056,110,657.3547388610914,-40.625071250264405,-80.18832814932559,0
6.577685301661998,354.77715757789457,339.1612386730327,93,816.9591369972785,7.899191800929927,133.6853286307283,0
7.96897230609491,216.8002670357232,90.99706862902136,375,639.0831531956424,43.56736776474838,48.65525433654878,0
8.569189775995707,343.8644077880772,574.8453125567748,308,564.5704449796053,-35.81601142762239,57.03061418705468,0
8.28784397722677,164.71218984446634,138.8329774471989,449,440.43427471760333,-53.01371600667702,-148.54471662526421,0
8.85310785135566,159.70214403575324,588.745381201077,191,334.21896572967484,-88.52462981417113,-140.02611320100016,0
9.486645768361699,181.07096687283448,14.982146714470069,136,648.5940775894958,61.776581146172305,151.44196959824075,0
5.6775697786881505,393.37029004646723,780.3340567956143,12,773.0270449041985,39.28746351297971,-141.34167220723828,0
9.08389533352851,691.9779776256344,834.3948836824741,171,867.154104052677,-29.05603128230819,1.9224225460827995,1
